user_id,signup_date,country,age,device_type
U14142,7/3/2020,UK,64,TV
U14143,10/24/2023,IN,57,Mobile
U14144,3/28/2023,UK,55,Mobile
U14145,8/9/2023,UK,32,Mobile
U14146,8/9/2022,UK,50,Mobile
U14147,2/11/2019,UK,60,Mobile
U14148,5/17/2022,CA,58,Tablet
U14149,9/5/2023,UK,36,Mobile
U14150,11/13/2020,US,33,Mobile
U14151,12/26/2023,CA,52,Mobile
U14152,12/15/2019,IN,49,Mobile
U14153,12/23/2025,US,27,TV
U14154,2/12/2022,IN,30,TV
U14155,7/12/2023,IN,33,Mobile
U14156,5/22/2021,US,34,Tablet
U14157,7/21/2021,IN,53,Mobile
U14158,7/15/2022,UK,38,TV
U14159,5/17/2021,US,59,TV
U14160,3/5/2022,IN,68,TV
U14161,1/3/2019,IN,53,TV
U14162,4/5/2021,IN,57,TV
U14163,7/8/2024,IN,55,TV
U14164,6/30/2022,CA,57,TV
U14165,12/26/2020,US,43,Mobile
U14166,11/16/2024,IN,35,Tablet
U14167,12/19/2021,UK,68,Mobile
U14168,12/21/2020,IN,26,Mobile
U14169,10/30/2025,IN,18,TV
U14170,9/13/2020,CA,27,Mobile
U14171,7/29/2025,US,68,Web
U14172,4/22/2020,US,26,TV
U14173,10/11/2025,IN,68,Mobile
U14174,10/6/2020,CA,43,Mobile
U14175,8/3/2025,US,20,TV
U14176,11/5/2022,IN,44,Tablet
U14177,1/12/2026,IN,37,TV
U14178,8/12/2024,US,50,TV
U14179,10/13/2019,US,65,Mobile
U14180,1/18/2020,UK,46,Tablet
U14181,12/4/2022,CA,28,TV
U14182,2/7/2019,IN,46,Mobile
U14183,10/23/2023,IN,41,Mobile
U14184,1/29/2025,US,59,Mobile
U14185,7/28/2024,US,64,Mobile
U14186,7/13/2021,AU,56,Mobile
U14187,6/23/2025,US,43,Mobile
U14188,2/15/2020,CA,65,TV
U14189,9/22/2022,AU,19,Mobile
U14190,10/25/2025,US,48,Web
U14191,2/13/2024,IN,27,TV
U14192,7/14/2023,US,42,TV
U14193,5/15/2019,US,63,Mobile
U14194,3/23/2020,US,31,Web
U14195,1/3/2022,US,41,Mobile
U14196,1/10/2026,UK,39,Mobile
U14197,8/11/2024,UK,34,TV
U14198,5/8/2025,US,45,Mobile
U14199,12/28/2020,UK,34,Mobile
U14200,9/8/2019,IN,34,Web
U14201,9/16/2022,US,26,TV
U14202,9/6/2022,US,55,TV
U14203,9/1/2025,US,29,Mobile
U14204,6/26/2019,US,69,Mobile
U14205,4/15/2020,US,34,TV
U14206,1/29/2019,IN,55,Mobile
U14207,9/7/2025,UK,29,TV
U14208,7/20/2023,UK,48,Web
U14209,9/17/2022,IN,66,Tablet
U14210,11/20/2024,IN,66,Tablet
U14211,4/26/2025,IN,69,TV
U14212,5/31/2022,US,37,Web
U14213,4/27/2020,US,51,Mobile
U14214,3/9/2021,IN,26,Mobile
U14215,11/27/2025,UK,25,Web
U14216,11/13/2023,IN,57,TV
U14217,8/20/2024,IN,60,TV
U14218,9/15/2025,US,54,Mobile
U14219,3/23/2019,IN,54,Mobile
U14220,6/2/2024,US,22,Mobile
U14221,8/2/2024,CA,35,Mobile
U14222,9/10/2019,US,29,Mobile
U14223,6/7/2022,AU,47,Mobile
U14224,1/3/2023,IN,39,Tablet
U14225,9/18/2025,IN,20,Mobile
U14226,1/22/2022,US,36,TV
U14227,2/28/2024,US,46,Mobile
U14228,3/24/2025,IN,36,Tablet
U14229,10/9/2023,US,33,TV
U14230,4/7/2024,US,49,TV
U14231,5/3/2022,IN,65,Mobile
U14232,2/3/2023,US,68,Mobile
U14233,8/15/2024,IN,38,Mobile
U14234,5/25/2021,US,45,Mobile
U14235,6/18/2024,IN,53,Mobile
U14236,10/8/2023,UK,40,Mobile
U14237,11/5/2020,IN,52,TV
U14238,8/12/2023,CA,46,Mobile
U14239,8/13/2019,US,69,Mobile
U14240,10/1/2021,IN,67,Tablet
U14241,7/7/2022,US,35,Web
U14242,2/22/2025,US,32,Tablet
U14243,10/31/2022,CA,38,Mobile
U14244,2/8/2021,US,40,Web
U14245,2/2/2021,IN,57,Mobile
U14246,7/1/2022,AU,18,Web
U14247,4/17/2022,US,44,Mobile
U14248,12/16/2020,US,25,Mobile
U14249,5/31/2023,AU,37,Tablet
U14250,11/26/2024,US,28,TV
U14251,3/24/2020,IN,56,TV
U14252,12/9/2021,IN,55,Mobile
U14253,6/26/2022,IN,29,Web
U14254,1/26/2019,US,60,Mobile
U14255,1/18/2021,US,70,Mobile
U14256,11/27/2023,US,48,Web
U14257,11/3/2021,US,29,Mobile
U14258,4/5/2019,US,26,TV
U14259,5/5/2019,IN,57,TV
U14260,4/4/2024,IN,49,Mobile
U14261,10/13/2021,UK,18,Tablet
U14262,5/27/2022,US,43,Mobile
U14263,7/11/2022,CA,32,TV
U14264,1/14/2026,IN,38,Mobile
U14265,3/1/2019,IN,43,Web
U14266,7/3/2019,IN,56,Mobile
U14267,11/5/2019,IN,47,Tablet
U14268,4/21/2021,CA,41,Web
U14269,8/8/2025,UK,66,Mobile
U14270,11/3/2023,AU,39,Web
U14271,11/28/2024,UK,42,TV
U14272,9/21/2020,US,68,Mobile
U14273,8/1/2023,US,46,Mobile
U14274,9/1/2024,US,42,TV
U14275,2/1/2020,UK,32,Web
U14276,2/10/2024,UK,32,Tablet
U14277,7/2/2025,AU,49,TV
U14278,5/17/2020,IN,62,TV
U14279,11/29/2024,IN,70,TV
U14280,7/13/2020,IN,59,TV
U14281,7/18/2022,CA,20,TV
U14282,11/21/2022,IN,60,Mobile
U14283,12/17/2024,UK,30,Mobile
U14284,1/28/2023,US,40,Mobile
U14285,2/18/2025,US,44,Mobile
U14286,3/30/2023,UK,66,Mobile
U14287,8/10/2019,AU,31,Tablet
U14288,11/21/2019,US,24,TV
U14289,10/22/2024,AU,50,Tablet
U14290,6/29/2023,IN,48,Mobile
U14291,3/16/2023,CA,62,Mobile
U14292,9/17/2019,US,38,Web
U14293,1/1/2026,US,31,Web
U14294,12/13/2023,US,30,TV
U14295,3/31/2022,US,70,TV
U14296,2/4/2022,IN,28,Mobile
U14297,12/1/2022,US,49,Mobile
U14298,4/16/2025,US,47,Mobile
U14299,2/18/2022,UK,40,Tablet
U14300,10/12/2019,AU,28,TV
U14301,3/10/2020,US,56,Mobile
U14302,5/30/2022,IN,21,Mobile
U14303,6/8/2025,UK,19,TV
U14304,11/15/2025,IN,35,Mobile
U14305,12/7/2021,US,30,TV
U14306,9/26/2024,IN,19,Mobile
U14307,8/12/2021,IN,46,Tablet
U14308,8/29/2019,IN,20,TV
U14309,5/16/2022,US,57,Mobile
U14310,9/19/2019,IN,21,TV
U14311,12/10/2019,US,70,TV
U14312,8/8/2021,IN,64,Mobile
U14313,4/22/2019,IN,64,Tablet
U14314,1/22/2025,CA,31,TV
U14315,10/17/2020,UK,70,Mobile
U14316,1/3/2024,UK,46,TV
U14317,6/29/2021,US,68,Tablet
U14318,2/27/2021,US,65,TV
U14319,3/25/2023,US,63,TV
U14320,4/18/2022,IN,69,Mobile
U14321,7/26/2022,IN,55,TV
U14322,3/19/2021,UK,47,Tablet
U14323,7/21/2022,IN,25,Mobile
U14324,1/17/2025,CA,68,Tablet
U14325,5/10/2022,CA,67,TV
U14326,8/20/2023,UK,22,TV
U14327,12/21/2022,AU,64,Mobile
U14328,10/24/2023,US,60,Web
U14329,2/13/2019,US,40,Mobile
U14330,6/2/2022,US,38,Mobile
U14331,9/24/2019,CA,32,Mobile
U14332,3/29/2024,IN,60,Tablet
U14333,6/27/2022,IN,70,Mobile
U14334,10/18/2019,US,44,Mobile
U14335,11/21/2019,IN,39,TV
U14336,5/13/2022,US,31,TV
U14337,4/10/2021,UK,52,Tablet
U14338,10/5/2025,US,26,Mobile
U14339,5/21/2023,CA,44,Mobile
U14340,2/1/2023,US,36,TV
U14341,3/22/2019,UK,21,Mobile
U14342,6/17/2025,US,59,Mobile
U14343,3/4/2025,UK,69,TV
U14344,4/21/2023,IN,53,TV
U14345,2/8/2019,US,64,TV
U14346,4/13/2025,IN,67,Mobile
U14347,12/5/2023,US,51,Mobile
U14348,4/29/2022,US,69,Mobile
U14349,8/21/2024,US,34,TV
U14350,7/19/2024,IN,56,Web
U14351,6/23/2020,CA,23,TV
U14352,2/15/2023,AU,21,TV
U14353,8/12/2021,IN,48,Mobile
U14354,5/15/2024,UK,40,Tablet
U14355,8/14/2020,UK,60,TV
U14356,5/29/2019,US,41,Mobile
U14357,11/13/2022,US,18,TV
U14358,10/16/2019,IN,62,Tablet
U14359,8/7/2019,IN,70,Mobile
U14360,9/19/2024,IN,64,Mobile
U14361,5/15/2020,US,31,TV
U14362,8/29/2023,US,57,TV
U14363,1/15/2022,US,38,Mobile
U14364,6/11/2019,US,31,Mobile
U14365,11/10/2024,CA,33,Mobile
U14366,4/29/2019,CA,31,Mobile
U14367,2/27/2019,IN,34,Mobile
U14368,6/6/2019,UK,55,Tablet
U14369,5/9/2022,IN,62,TV
U14370,11/22/2019,UK,61,Mobile
U14371,7/8/2025,US,24,Mobile
U14372,9/23/2020,US,60,Mobile
U14373,1/5/2024,IN,30,Tablet
U14374,9/15/2021,US,25,Mobile
U14375,8/8/2025,US,63,TV
U14376,12/25/2025,UK,19,Mobile
U14377,10/8/2019,UK,69,Mobile
U14378,1/1/2024,IN,36,TV
U14379,11/25/2021,US,32,Mobile
U14380,9/12/2024,IN,29,Web
U14381,8/7/2019,IN,35,TV
U14382,12/7/2023,UK,45,Mobile
U14383,7/24/2025,UK,41,Mobile
U14384,10/21/2022,CA,58,Mobile
U14385,5/22/2025,US,27,TV
U14386,7/9/2020,IN,70,TV
U14387,6/16/2019,US,22,Mobile
U14388,10/9/2022,US,65,Mobile
U14389,7/13/2023,IN,24,TV
U14390,11/5/2022,IN,52,TV
U14391,1/11/2024,US,46,Tablet
U14392,2/17/2019,US,18,TV
U14393,1/29/2025,IN,57,Mobile
U14394,8/25/2020,US,58,TV
U14395,4/24/2024,UK,68,Mobile
U14396,2/8/2019,UK,49,Web
U14397,5/29/2020,UK,20,TV
U14398,12/8/2023,IN,49,Mobile
U14399,7/16/2019,US,47,Tablet
U14400,11/21/2021,UK,24,Tablet
U14401,3/24/2025,IN,61,Mobile
U14402,8/30/2021,IN,66,Tablet
U14403,3/23/2025,US,30,Mobile
U14404,12/17/2021,US,35,Mobile
U14405,11/21/2020,US,61,TV
U14406,3/24/2021,IN,63,Tablet
U14407,4/26/2021,US,40,Mobile
U14408,9/29/2022,US,69,Mobile
U14409,10/14/2025,UK,60,TV
U14410,8/18/2023,US,44,Mobile
U14411,4/15/2024,IN,53,Mobile
U14412,11/25/2019,US,66,TV
U14413,6/21/2020,IN,21,Mobile
U14414,1/3/2022,US,67,Tablet
U14415,4/17/2024,US,24,Mobile
U14416,4/17/2024,IN,49,TV
U14417,5/5/2019,US,28,Mobile
U14418,1/16/2022,US,41,Mobile
U14419,11/28/2020,US,64,Mobile
U14420,1/24/2023,IN,68,Mobile
U14421,2/26/2025,US,39,Mobile
U14422,7/23/2025,US,63,Tablet
U14423,5/15/2019,AU,55,TV
U14424,7/3/2021,US,65,TV
U14425,2/15/2023,UK,65,TV
U14426,8/29/2023,US,48,Mobile
U14427,1/21/2020,IN,40,TV
U14428,10/1/2021,IN,38,Mobile
U14429,12/9/2023,US,36,Tablet
U14430,11/30/2024,AU,45,Mobile
U14431,3/28/2023,AU,31,Mobile
U14432,12/6/2023,US,46,TV
U14433,3/8/2022,US,35,TV
U14434,11/11/2019,CA,34,TV
U14435,7/7/2023,US,50,TV
U14436,7/3/2020,UK,43,Mobile
U14437,2/14/2019,US,68,Mobile
U14438,1/12/2022,IN,70,Mobile
U14439,8/16/2021,AU,59,Tablet
U14440,7/22/2022,US,51,Mobile
U14441,10/18/2025,US,60,TV
U14442,11/11/2022,UK,40,Tablet
U14443,6/7/2019,US,55,TV
U14444,12/26/2021,US,51,Mobile
U14445,9/29/2024,IN,57,Mobile
U14446,6/26/2022,AU,69,Mobile
U14447,6/25/2023,US,63,Mobile
U14448,3/24/2019,UK,24,Mobile
U14449,7/5/2022,US,32,Mobile
U14450,3/11/2019,UK,20,Tablet
U14451,6/27/2021,UK,38,Mobile
U14452,3/7/2019,UK,32,TV
U14453,2/29/2024,IN,45,Mobile
U14454,5/20/2020,IN,30,TV
U14455,2/3/2023,IN,45,Mobile
U14456,10/27/2023,IN,40,Mobile
U14457,4/13/2022,IN,23,TV
U14458,8/2/2021,CA,38,Mobile
U14459,1/26/2021,IN,39,Tablet
U14460,4/18/2021,CA,59,TV
U14461,12/14/2024,AU,55,Mobile
U14462,4/19/2022,IN,37,Mobile
U14463,5/12/2020,IN,55,Mobile
U14464,2/8/2025,UK,47,Mobile
U14465,5/11/2019,UK,23,Mobile
U14466,1/7/2020,IN,53,TV
U14467,8/14/2024,US,50,Tablet
U14468,4/9/2019,US,50,Mobile
U14469,4/13/2021,CA,57,Mobile
U14470,2/1/2021,IN,32,Mobile
U14471,11/30/2024,US,23,Mobile
U14472,7/7/2024,IN,33,Mobile
U14473,5/30/2023,US,24,TV
U14474,7/7/2023,US,65,Mobile
U14475,7/10/2023,US,64,Web
U14476,9/28/2023,US,56,Tablet
U14477,10/19/2023,US,53,Mobile
U14478,1/14/2026,CA,22,TV
U14479,11/25/2025,US,70,Mobile
U14480,9/6/2020,IN,51,Mobile
U14481,4/14/2025,AU,20,Web
U14482,4/16/2022,IN,40,Tablet
U14483,2/1/2020,CA,19,Mobile
U14484,9/7/2023,IN,22,Tablet
U14485,10/9/2023,US,70,TV
U14486,1/6/2021,IN,32,Mobile
U14487,12/11/2020,US,62,TV
U14488,10/22/2024,CA,25,TV
U14489,5/29/2022,US,25,TV
U14490,3/8/2019,US,39,TV
U14491,1/12/2024,US,58,Mobile
U14492,8/10/2025,US,56,Tablet
U14493,6/8/2020,CA,20,TV
U14494,11/10/2019,UK,68,TV
U14495,12/29/2021,IN,55,Mobile
U14496,8/15/2019,US,37,Mobile
U14497,3/12/2019,US,31,TV
U14498,7/14/2023,AU,36,Mobile
U14499,2/18/2022,US,49,TV
U14500,9/20/2022,IN,69,Mobile
U14501,8/28/2022,CA,53,TV
U14502,4/5/2024,IN,35,Tablet
U14503,1/3/2022,IN,49,Tablet
U14504,8/7/2020,US,54,TV
U14505,8/20/2022,US,46,Tablet
U14506,4/25/2019,IN,47,Mobile
U14507,4/30/2020,IN,28,Tablet
U14508,11/23/2020,IN,19,Tablet
U14509,11/21/2021,UK,29,TV
U14510,3/15/2019,UK,31,TV
U14511,6/27/2025,UK,64,Tablet
U14512,1/6/2019,US,21,Mobile
U14513,2/16/2022,US,33,Tablet
U14514,2/6/2024,IN,60,TV
U14515,3/9/2023,AU,57,Mobile
U14516,9/24/2021,AU,45,TV
U14517,5/1/2023,US,27,TV
U14518,1/15/2023,US,57,TV
U14519,10/26/2024,CA,58,Mobile
U14520,3/14/2019,IN,53,Mobile
U14521,2/27/2023,US,39,Mobile
U14522,1/21/2025,IN,41,Tablet
U14523,5/14/2023,US,51,Web
U14524,9/20/2024,IN,52,Mobile
U14525,2/22/2022,CA,35,TV
U14526,7/19/2019,IN,53,Mobile
U14527,9/29/2022,IN,25,TV
U14528,1/26/2019,UK,45,TV
U14529,12/27/2020,US,40,TV
U14530,12/7/2025,UK,59,Mobile
U14531,11/17/2020,UK,20,TV
U14532,11/17/2019,UK,47,TV
U14533,1/22/2021,CA,60,Mobile
U14534,12/8/2019,UK,38,TV
U14535,3/7/2020,US,57,TV
U14536,2/14/2023,IN,37,TV
U14537,3/20/2022,IN,49,Mobile
U14538,9/1/2025,IN,50,Web
U14539,3/7/2020,US,21,TV
U14540,10/25/2020,US,61,Mobile
U14541,1/18/2022,US,21,Tablet
U14542,8/22/2020,US,64,Web
U14543,1/3/2019,AU,64,Mobile
U14544,10/4/2023,AU,65,Mobile
U14545,7/23/2025,US,57,Mobile
U14546,10/3/2025,US,46,Tablet
U14547,5/3/2021,IN,55,Tablet
U14548,4/10/2021,CA,29,Web
U14549,12/12/2019,US,65,TV
U14550,9/5/2021,US,26,TV
U14551,2/6/2023,UK,58,Mobile
U14552,9/22/2025,IN,51,Web
U14553,4/6/2022,IN,44,Tablet
U14554,8/9/2025,US,58,TV
U14555,3/14/2025,US,38,TV
U14556,8/25/2023,US,43,Mobile
U14557,8/14/2025,CA,41,TV
U14558,4/6/2022,UK,64,TV
U14559,6/26/2021,IN,29,Mobile
U14560,6/26/2022,US,18,Mobile
U14561,7/6/2020,UK,31,TV
U14562,7/16/2019,AU,36,TV
U14563,6/10/2020,AU,25,Web
U14564,10/8/2019,AU,60,TV
U14565,11/20/2022,IN,60,TV
U14566,7/20/2023,US,37,Mobile
U14567,6/26/2021,US,68,TV
U14568,4/6/2020,IN,36,Mobile
U14569,12/5/2019,IN,52,TV
U14570,9/17/2020,UK,39,Mobile
U14571,1/11/2022,US,41,Tablet
U14572,6/23/2023,US,61,Mobile
U14573,10/20/2022,US,22,Mobile
U14574,3/5/2023,IN,38,TV
U14575,3/30/2020,US,39,Mobile
U14576,3/24/2022,UK,55,Mobile
U14577,10/21/2019,IN,37,Mobile
U14578,7/9/2020,IN,20,Web
U14579,3/4/2019,IN,42,Web
U14580,1/21/2022,US,37,Mobile
U14581,6/11/2024,US,25,Mobile
U14582,4/15/2020,CA,67,Web
U14583,12/31/2019,IN,29,TV
U14584,8/7/2024,IN,20,TV
U14585,8/11/2022,US,69,Mobile
U14586,1/12/2023,CA,70,Tablet
U14587,10/31/2023,US,65,TV
U14588,3/24/2020,US,50,Tablet
U14589,12/8/2025,AU,45,Tablet
U14590,10/7/2019,US,30,TV
U14591,11/17/2024,US,43,Mobile
U14592,5/20/2020,US,67,Web
U14593,6/1/2025,IN,32,TV
U14594,8/9/2023,CA,59,Mobile
U14595,11/3/2023,IN,66,Web
U14596,5/21/2023,AU,21,Mobile
U14597,5/8/2019,US,54,Mobile
U14598,2/22/2024,IN,31,Mobile
U14599,2/23/2019,CA,40,Mobile
U14600,6/7/2025,UK,22,TV
U14601,7/29/2022,IN,49,Web
U14602,2/25/2025,US,65,Mobile
U14603,10/7/2021,IN,48,Tablet
U14604,1/11/2022,CA,68,Mobile
U14605,4/6/2019,UK,44,Mobile
U14606,12/21/2025,CA,70,Mobile
U14607,1/8/2023,IN,27,Mobile
U14608,7/8/2021,US,31,Mobile
U14609,12/25/2024,IN,61,TV
U14610,9/8/2021,US,54,TV
U14611,1/19/2022,AU,37,TV
U14612,3/11/2025,AU,30,Mobile
U14613,9/13/2020,IN,29,TV
U14614,12/20/2021,US,42,Mobile
U14615,4/29/2019,US,42,Mobile
U14616,9/1/2024,US,54,Tablet
U14617,2/14/2020,UK,23,TV
U14618,12/6/2019,IN,24,Mobile
U14619,12/18/2024,US,18,TV
U14620,11/20/2019,US,29,Mobile
U14621,7/12/2025,IN,51,TV
U14622,2/7/2020,US,52,Tablet
U14623,3/12/2023,US,38,TV
U14624,9/7/2023,US,22,TV
U14625,11/11/2025,US,35,Mobile
U14626,12/5/2025,US,42,TV
U14627,3/10/2019,IN,45,Mobile
U14628,3/14/2020,US,21,TV
U14629,8/3/2021,US,18,Mobile
U14630,11/12/2025,UK,57,Tablet
U14631,6/15/2024,US,25,TV
U14632,12/5/2021,UK,51,Mobile
U14633,11/23/2024,IN,49,TV
U14634,8/2/2022,AU,28,TV
U14635,8/17/2019,IN,31,Tablet
U14636,7/11/2020,US,59,Mobile
U14637,1/10/2026,IN,55,Mobile
U14638,9/19/2025,UK,27,TV
U14639,9/9/2020,US,61,Tablet
U14640,7/12/2023,IN,65,Mobile
U14641,1/15/2025,US,47,Tablet
U14642,8/20/2019,IN,28,TV
U14643,3/28/2024,CA,38,Web
U14644,1/14/2020,CA,22,Mobile
U14645,8/18/2020,CA,31,Tablet
U14646,6/4/2020,AU,50,Mobile
U14647,9/6/2020,IN,19,TV
U14648,3/13/2020,IN,68,TV
U14649,1/17/2023,US,28,Mobile
U14650,11/4/2021,US,63,Tablet
U14651,4/2/2025,IN,44,Mobile
U14652,4/27/2025,AU,69,Mobile
U14653,3/4/2019,AU,24,Mobile
U14654,11/10/2019,US,43,Mobile
U14655,1/5/2024,US,60,Web
U14656,3/8/2022,IN,70,TV
U14657,1/16/2025,CA,57,Tablet
U14658,5/19/2020,US,34,Web
U14659,6/16/2024,UK,56,Mobile
U14660,2/19/2025,UK,54,TV
U14661,4/14/2023,IN,39,TV
U14662,5/15/2020,UK,20,Mobile
U14663,2/6/2023,IN,48,Tablet
U14664,2/25/2019,US,61,Mobile
U14665,10/26/2019,IN,33,TV
U14666,11/14/2024,US,63,TV
U14667,5/22/2023,IN,69,Web
U14668,10/19/2024,IN,22,Mobile
U14669,11/24/2023,US,68,Mobile
U14670,8/13/2025,US,52,Tablet
U14671,11/11/2024,US,21,Mobile
U14672,8/2/2023,US,33,Mobile
U14673,6/18/2021,CA,18,Mobile
U14674,10/23/2019,UK,68,Mobile
U14675,11/1/2024,US,60,Tablet
U14676,5/2/2020,IN,46,TV
U14677,4/2/2022,IN,30,Web
U14678,3/24/2021,US,47,Tablet
U14679,12/21/2025,IN,66,Tablet
U14680,12/30/2024,US,39,TV
U14681,12/5/2022,US,60,Tablet
U14682,7/16/2021,UK,36,TV
U14683,1/5/2021,IN,35,TV
U14684,8/27/2024,IN,33,TV
U14685,2/27/2024,AU,66,Tablet
U14686,2/18/2022,IN,58,Mobile
U14687,1/10/2022,IN,51,TV
U14688,10/29/2025,US,31,TV
U14689,7/15/2025,CA,67,TV
U14690,10/8/2020,US,58,TV
U14691,12/27/2023,US,69,Mobile
U14692,3/24/2021,US,50,Mobile
U14693,12/21/2024,CA,42,Mobile
U14694,5/19/2022,US,66,Tablet
U14695,11/3/2025,IN,35,TV
U14696,6/17/2019,IN,47,TV
U14697,9/3/2022,IN,42,Mobile
U14698,6/19/2024,UK,54,Mobile
U14699,11/4/2023,UK,70,Mobile
U14700,1/5/2023,IN,26,TV
U14701,3/1/2019,IN,29,Mobile
U14702,6/13/2022,US,60,TV
U14703,3/23/2025,US,27,Mobile
U14704,6/30/2023,US,67,TV
U14705,5/10/2023,IN,20,TV
U14706,9/6/2019,US,47,Mobile
U14707,5/25/2023,IN,51,Mobile
U14708,3/8/2020,US,40,Mobile
U14709,8/8/2025,IN,55,Tablet
U14710,8/6/2020,AU,25,TV
U14711,3/20/2020,US,37,TV
U14712,8/19/2022,US,30,TV
U14713,7/3/2019,US,45,Mobile
U14714,4/19/2019,UK,43,Mobile
U14715,10/11/2019,US,60,Tablet
U14716,8/19/2023,US,38,Mobile
U14717,7/1/2025,US,37,Mobile
U14718,4/10/2022,UK,34,Tablet
U14719,5/25/2024,US,39,Tablet
U14720,2/28/2021,UK,29,TV
U14721,2/11/2023,CA,49,Mobile
U14722,10/27/2023,US,39,Mobile
U14723,7/29/2025,IN,42,TV
U14724,7/18/2022,IN,49,Mobile
U14725,9/30/2021,US,30,TV
U14726,7/12/2025,US,51,TV
U14727,12/10/2019,IN,19,TV
U14728,2/2/2020,US,62,Mobile
U14729,9/24/2022,US,29,TV
U14730,9/14/2021,IN,30,Mobile
U14731,4/1/2020,US,66,TV
U14732,9/18/2023,IN,18,Web
U14733,1/30/2022,UK,21,Tablet
U14734,7/15/2022,US,37,Mobile
U14735,2/1/2023,UK,25,TV
U14736,4/17/2021,IN,19,Mobile
U14737,1/23/2025,CA,22,Mobile
U14738,3/20/2025,IN,32,Mobile
U14739,11/25/2022,UK,62,TV
U14740,10/28/2020,IN,48,TV
U14741,2/7/2022,CA,46,TV
U14742,12/18/2019,IN,60,Mobile
U14743,4/17/2023,IN,20,Mobile
U14744,11/11/2020,IN,29,TV
U14745,1/21/2022,CA,50,TV
U14746,10/4/2025,CA,46,Mobile
U14747,12/1/2023,IN,33,Mobile
U14748,6/16/2025,US,20,TV
U14749,7/4/2025,UK,19,Tablet
U14750,4/6/2019,US,21,TV
U14751,1/22/2025,US,42,Mobile
U14752,11/18/2023,US,49,Mobile
U14753,1/28/2022,US,22,TV
U14754,7/18/2021,IN,38,TV
U14755,5/26/2021,US,62,Mobile
U14756,12/24/2022,US,51,Mobile
U14757,7/27/2022,US,63,TV
U14758,9/6/2019,US,30,Mobile
U14759,10/14/2025,US,63,Mobile
U14760,9/11/2025,CA,37,Tablet
U14761,3/3/2024,US,24,Mobile
U14762,5/1/2022,IN,48,TV
U14763,3/14/2022,UK,53,TV
U14764,4/13/2022,AU,38,Mobile
U14765,12/11/2025,US,33,Mobile
U14766,10/17/2023,UK,69,Mobile
U14767,3/9/2023,IN,68,Mobile
U14768,12/18/2022,UK,42,TV
U14769,2/25/2021,AU,44,Tablet
U14770,6/5/2019,US,32,Web
U14771,7/6/2019,IN,41,Tablet
U14772,3/2/2020,IN,32,Mobile
U14773,1/2/2021,IN,39,TV
U14774,5/12/2023,UK,58,Mobile
U14775,6/28/2024,IN,67,Tablet
U14776,8/13/2023,CA,65,Mobile
U14777,11/28/2022,AU,32,Tablet
U14778,12/29/2019,US,34,Mobile
U14779,10/31/2022,US,58,Mobile
U14780,4/12/2019,US,20,Mobile
U14781,6/24/2023,IN,54,TV
U14782,10/25/2021,US,27,TV
U14783,5/2/2025,IN,45,TV
U14784,1/26/2025,UK,21,Mobile
U14785,1/16/2025,US,62,TV
U14786,10/2/2021,US,70,Mobile
U14787,7/18/2020,AU,35,Mobile
U14788,7/28/2023,CA,66,TV
U14789,1/22/2024,CA,50,Mobile
U14790,7/31/2025,US,68,TV
U14791,6/29/2022,IN,46,Mobile
U14792,11/21/2024,IN,65,TV
U14793,10/18/2019,US,64,TV
U14794,3/29/2020,US,44,Web
U14795,12/11/2022,US,47,TV
U14796,1/17/2022,CA,23,Mobile
U14797,12/10/2023,IN,18,Web
U14798,7/24/2021,IN,25,TV
U14799,7/25/2023,IN,32,TV
U14800,3/24/2020,IN,68,Mobile
U14801,8/27/2023,US,22,TV
U14802,3/18/2021,US,62,TV
U14803,5/26/2023,US,18,TV
U14804,8/5/2019,US,57,Tablet
U14805,3/26/2021,US,20,Tablet
U14806,2/17/2023,CA,25,TV
U14807,6/12/2020,CA,54,Mobile
U14808,9/6/2024,US,29,TV
U14809,6/25/2022,IN,20,TV
U14810,11/26/2022,US,57,TV
U14811,7/30/2022,AU,25,Mobile
U14812,11/11/2025,AU,66,Web
U14813,3/22/2020,US,37,TV
U14814,5/15/2019,IN,27,Mobile
U14815,12/17/2024,US,21,Mobile
U14816,4/9/2022,US,46,TV
U14817,2/24/2019,UK,62,TV
U14818,10/7/2022,US,58,TV
U14819,6/5/2019,UK,56,Web
U14820,1/6/2023,IN,52,Mobile
U14821,12/22/2021,US,43,TV
U14822,12/2/2023,US,25,TV
U14823,11/2/2024,US,65,Mobile
U14824,10/6/2020,US,63,Mobile
U14825,7/11/2023,US,31,Mobile
U14826,8/21/2019,US,48,Tablet
U14827,8/17/2022,CA,42,Mobile
U14828,4/13/2020,UK,40,Mobile
U14829,10/25/2025,IN,27,TV
U14830,5/11/2022,US,58,Mobile
U14831,2/3/2019,US,63,Web
U14832,6/27/2024,US,38,TV
U14833,2/20/2020,CA,38,TV
U14834,8/11/2025,UK,61,TV
U14835,1/5/2019,AU,42,Mobile
U14836,7/11/2020,UK,59,TV
U14837,11/28/2019,US,51,TV
U14838,11/6/2019,US,32,Mobile
U14839,4/11/2024,US,29,Mobile
U14840,4/5/2025,US,36,Mobile
U14841,7/10/2022,IN,55,Tablet
U14842,5/19/2021,UK,31,Mobile
U14843,10/15/2023,CA,58,Mobile
U14844,5/5/2022,IN,45,Mobile
U14845,10/27/2022,US,39,Tablet
U14846,10/23/2022,IN,30,Mobile
U14847,7/20/2021,US,21,Mobile
U14848,7/13/2024,IN,51,Mobile
