log_id,user_id,content_id,genre,watch_time_m,date,completion_flag
L4819,U6736,C179,Horror,54,2022-11-27,Yes
L4820,U29796,C335,Sci-Fi,75,2021-06-14,No
L4821,U24071,C46,Action,107,2019-04-09,Yes
L4822,U2786,C783,Horror,220,2021-10-01,No
L4823,U8047,C280,Comedy,109,2021-03-26,Yes
L4824,U5399,C952,Drama,201,2019-03-18,No
L4825,U20526,C835,Drama,25,2022-12-13,Yes
L4826,U12169,C285,Biography,18,2020-08-07,No
L4827,U47360,C220,Sci-Fi,218,2019-09-15,Yes
L4828,U5069,C984,Biography,182,2019-06-02,No
L4829,U668,C397,Biography,175,2022-03-06,Yes
L4830,U45497,C811,Horror,119,2020-03-23,No
L4831,U28924,C470,Horror,69,2023-01-26,Yes
L4832,U5832,C657,Comedy,217,2020-11-29,No
L4833,U15190,C780,Sci-Fi,164,2019-07-04,Yes
L4834,U45117,C460,Horror,72,2020-12-14,No
L4835,U844,C776,Action,204,2023-01-01,Yes
L4836,U16090,C181,Biography,21,2020-05-15,No
L4837,U36162,C19,Action,79,2020-05-06,Yes
L4838,U49460,C483,Action,189,2020-08-27,No
L4839,U1858,C963,Horror,207,2021-03-30,Yes
L4840,U3038,C601,Action,211,2023-02-11,No
L4841,U27485,C588,Biography,49,2019-05-05,Yes
L4842,U34640,C283,Action,214,2022-11-18,No
L4843,U14410,C371,Action,40,2020-08-19,Yes
L4844,U37079,C766,Biography,183,2020-11-08,No
L4845,U27096,C523,Drama,117,2021-04-17,Yes
L4846,U34229,C572,Action,48,2020-09-05,No
L4847,U46866,C682,Biography,57,2019-09-17,Yes
L4848,U9131,C847,Action,237,2019-07-27,No
L4849,U25301,C513,Biography,16,2019-07-28,Yes
L4850,U18148,C433,Biography,196,2021-12-04,No
L4851,U19267,C486,Biography,145,2023-06-09,Yes
L4852,U20894,C304,Action,85,2019-02-12,No
L4853,U38473,C137,Comedy,42,2023-01-13,Yes
L4854,U281,C409,Biography,123,2022-12-04,No
L4855,U17756,C436,Drama,109,2019-09-16,Yes
L4856,U43909,C801,Biography,127,2022-11-05,No
L4857,U6354,C649,Comedy,60,2022-03-19,Yes
L4858,U9731,C674,Biography,239,2023-06-29,No
L4859,U12483,C20,Comedy,14,2019-12-07,Yes
L4860,U40545,C86,Comedy,143,2020-10-27,No
L4861,U34160,C185,Comedy,223,2021-10-21,Yes
L4862,U2491,C832,Biography,103,2022-12-26,No
L4863,U2655,C990,Comedy,101,2021-08-04,Yes
L4864,U38936,C481,Drama,176,2022-08-09,No
L4865,U7823,C49,Drama,83,2020-11-29,Yes
L4866,U8675,C831,Horror,170,2021-09-05,No
L4867,U10201,C282,Action,185,2021-07-10,Yes
L4868,U4321,C267,Drama,65,2019-03-16,No
L4869,U31808,C773,Horror,161,2021-05-04,Yes
L4870,U5466,C59,Drama,87,2020-08-05,No
L4871,U40502,C808,Drama,208,2019-12-17,Yes
L4872,U1258,C892,Action,149,2022-10-22,No
L4873,U24174,C969,Action,177,2021-02-12,Yes
L4874,U27443,C701,Action,119,2021-09-06,No
L4875,U14571,C855,Biography,238,2019-01-31,Yes
L4876,U44716,C641,Sci-Fi,202,2019-08-29,No
L4877,U2790,C613,Drama,203,2023-07-05,Yes
L4878,U24060,C52,Sci-Fi,114,2020-02-14,No
L4879,U2152,C948,Sci-Fi,55,2019-05-26,Yes
L4880,U43219,C142,Drama,12,2021-06-05,No
L4881,U9968,C295,Biography,91,2019-03-01,Yes
L4882,U48690,C578,Comedy,173,2024-04-05,No
L4883,U49304,C942,Horror,52,2024-03-26,Yes
L4884,U43864,C811,Horror,49,2021-01-16,No
L4885,U171,C121,Sci-Fi,140,2022-08-01,Yes
L4886,U14901,C188,Drama,87,2021-03-03,No
L4887,U47209,C809,Sci-Fi,196,2019-07-02,Yes
L4888,U47313,C171,Sci-Fi,57,2022-10-15,No
L4889,U6873,C431,Drama,17,2021-11-29,Yes
L4890,U33372,C338,Horror,50,2023-02-24,No
L4891,U31194,C21,Biography,80,2021-01-29,Yes
L4892,U20669,C758,Horror,227,2023-11-11,No
L4893,U10220,C223,Biography,194,2022-12-19,Yes
L4894,U47235,C313,Horror,207,2021-07-05,No
L4895,U30227,C730,Horror,150,2023-01-27,Yes
L4896,U47513,C219,Horror,117,2023-03-21,No
L4897,U46668,C181,Biography,42,2022-10-26,Yes
L4898,U14531,C282,Action,170,2020-11-01,No
L4899,U7535,C931,Biography,75,2022-06-24,Yes
L4900,U17327,C59,Drama,231,2022-07-02,No
L4901,U35461,C517,Comedy,96,2021-03-04,Yes
L4902,U43917,C479,Horror,205,2022-08-08,No
L4903,U42417,C643,Biography,137,2022-05-18,Yes
L4904,U21034,C425,Sci-Fi,222,2021-12-23,No
L4905,U44478,C412,Drama,20,2019-01-25,Yes
L4906,U23827,C172,Horror,13,2019-12-04,No
L4907,U1774,C716,Comedy,61,2022-09-12,Yes
L4908,U35436,C268,Sci-Fi,92,2019-06-01,No
L4909,U29783,C694,Comedy,204,2019-03-04,Yes
L4910,U45867,C946,Biography,29,2022-12-04,No
L4911,U37485,C259,Sci-Fi,35,2022-08-25,Yes
L4912,U46971,C172,Horror,99,2022-06-17,No
L4913,U9007,C537,Action,1,2022-11-23,Yes
L4914,U10373,C144,Drama,68,2020-08-18,No
L4915,U22312,C837,Drama,213,2022-12-07,Yes
L4916,U34394,C197,Comedy,12,2023-01-23,No
L4917,U18612,C399,Biography,28,2021-03-03,Yes
L4918,U15813,C258,Action,133,2024-06-06,No
L4919,U2735,C521,Horror,150,2019-08-08,Yes
L4920,U745,C62,Action,239,2020-01-28,No
L4921,U9024,C95,Drama,192,2020-03-26,Yes
L4922,U23960,C462,Drama,23,2020-11-13,No
L4923,U1824,C601,Action,221,2022-02-04,Yes
L4924,U17266,C121,Sci-Fi,23,2021-03-19,No
L4925,U49649,C921,Action,116,2023-06-26,Yes
L4926,U9638,C455,Drama,74,2022-04-26,No
L4927,U49076,C273,Drama,97,2020-03-11,Yes
L4928,U15826,C653,Biography,131,2021-03-03,No
L4929,U47858,C972,Biography,232,2021-08-02,Yes
L4930,U47235,C274,Drama,89,2022-02-14,No
L4931,U46983,C885,Comedy,181,2021-02-10,Yes
L4932,U41835,C136,Sci-Fi,84,2020-12-04,No
L4933,U32185,C387,Sci-Fi,163,2020-01-23,Yes
L4934,U6153,C748,Horror,163,2019-07-03,No
L4935,U6055,C393,Action,23,2021-06-12,Yes
L4936,U6652,C332,Drama,103,2021-12-29,No
L4937,U10162,C41,Sci-Fi,235,2022-01-10,Yes
L4938,U23898,C843,Drama,173,2019-09-04,No
L4939,U40964,C535,Comedy,119,2022-05-06,Yes
L4940,U7016,C209,Comedy,139,2021-11-03,No
L4941,U35508,C356,Comedy,152,2019-06-02,Yes
L4942,U48612,C217,Horror,197,2022-01-24,No
L4943,U20563,C841,Horror,109,2021-04-19,Yes
L4944,U9215,C960,Biography,88,2019-08-27,No
L4945,U7707,C258,Action,142,2024-06-06,Yes
L4946,U42496,C919,Action,42,2021-07-25,No
L4947,U3628,C8,Action,74,2022-06-13,Yes
L4948,U27336,C631,Sci-Fi,196,2020-07-07,No
L4949,U29394,C996,Action,119,2019-02-25,Yes
L4950,U13806,C347,Sci-Fi,140,2019-07-08,No
L4951,U20333,C366,Drama,63,2020-03-05,Yes
L4952,U8238,C155,Comedy,209,2020-01-02,No
L4953,U13454,C508,Drama,209,2020-05-01,Yes
L4954,U47884,C204,Biography,128,2019-07-15,No
L4955,U26747,C120,Horror,109,2019-04-23,Yes
L4956,U20677,C919,Action,67,2021-09-12,No
L4957,U12205,C220,Sci-Fi,221,2021-02-07,Yes
L4958,U37028,C473,Sci-Fi,5,2022-10-15,No
L4959,U15870,C817,Sci-Fi,163,2022-10-15,Yes
L4960,U32400,C355,Sci-Fi,200,2019-11-17,No
L4961,U35676,C716,Comedy,223,2019-04-07,Yes
L4962,U14913,C106,Biography,11,2020-07-25,No
L4963,U14173,C994,Biography,164,2021-08-12,Yes
L4964,U46968,C387,Sci-Fi,152,2019-07-21,No
L4965,U34589,C481,Drama,152,2022-04-23,Yes
L4966,U33756,C450,Biography,109,2021-04-14,No
L4967,U26946,C315,Action,201,2020-08-05,Yes
L4968,U11551,C39,Action,56,2019-08-06,No
L4969,U46372,C33,Biography,184,2020-09-05,Yes
L4970,U31430,C213,Biography,80,2021-11-26,No
L4971,U19316,C559,Biography,171,2023-05-02,Yes
L4972,U48034,C909,Action,150,2019-07-07,No
L4973,U39308,C97,Sci-Fi,205,2022-04-26,Yes
L4974,U21360,C106,Biography,21,2020-06-22,No
L4975,U32291,C729,Action,132,2019-07-14,Yes
L4976,U2364,C718,Comedy,235,2022-07-30,No
L4977,U40743,C110,Drama,153,2021-10-11,Yes
L4978,U150,C187,Biography,189,2023-02-20,No
L4979,U34830,C190,Drama,239,2020-04-17,Yes
L4980,U1287,C628,Biography,75,2022-09-03,No
L4981,U175,C302,Horror,24,2021-11-01,Yes
L4982,U6657,C307,Drama,124,2021-01-25,No
L4983,U3612,C191,Action,101,2022-06-02,Yes
L4984,U1364,C602,Biography,94,2019-09-22,No
L4985,U16986,C761,Sci-Fi,190,2021-11-21,Yes
L4986,U31472,C12,Comedy,201,2019-07-05,No
L4987,U1877,C342,Drama,17,2021-12-25,Yes
L4988,U12459,C600,Horror,88,2023-01-29,No
L4989,U5635,C405,Horror,88,2020-09-25,Yes
L4990,U17635,C694,Comedy,173,2021-08-21,No
L4991,U47575,C624,Comedy,207,2019-05-28,Yes
L4992,U26791,C50,Biography,200,2020-11-16,No
L4993,U28153,C540,Comedy,146,2019-02-18,Yes
L4994,U11816,C798,Sci-Fi,202,2019-03-30,No
L4995,U18855,C279,Drama,27,2020-03-18,Yes
L4996,U35069,C646,Drama,75,2023-01-08,No
L4997,U44981,C730,Horror,192,2021-06-18,Yes
L4998,U20162,C405,Horror,72,2023-01-09,No
L4999,U41886,C507,Comedy,149,2020-04-28,Yes
L5000,U13224,C189,Action,112,2019-12-08,No
L5001,U20352,C27,Action,103,2021-03-13,Yes
L5002,U44538,C567,Sci-Fi,116,2020-01-13,No
L5003,U41987,C235,Drama,119,2023-01-10,Yes
L5004,U16830,C899,Horror,135,2019-10-19,No
L5005,U17717,C250,Drama,66,2021-11-01,Yes
L5006,U23006,C359,Horror,21,2020-02-28,No
L5007,U14086,C338,Horror,222,2019-09-27,Yes
L5008,U25431,C333,Horror,48,2022-08-05,No
L5009,U34026,C843,Drama,134,2022-02-18,Yes
L5010,U23010,C731,Comedy,216,2019-08-29,No
L5011,U32623,C619,Horror,129,2019-06-10,Yes
L5012,U35671,C816,Action,145,2020-07-23,No
L5013,U49077,C68,Comedy,138,2024-03-30,Yes
L5014,U36990,C900,Sci-Fi,98,2019-12-24,No
L5015,U24225,C532,Horror,93,2022-06-18,Yes
L5016,U10380,C82,Action,54,2020-12-01,No
L5017,U7590,C699,Comedy,79,2022-05-13,Yes
L5018,U7919,C182,Sci-Fi,229,2020-06-06,No
L5019,U18674,C96,Horror,164,2022-02-01,Yes
L5020,U594,C640,Action,200,2020-02-13,No
L5021,U7209,C155,Comedy,12,2021-03-19,Yes
L5022,U16583,C896,Drama,135,2019-08-25,No
L5023,U25018,C719,Sci-Fi,38,2020-12-08,Yes
L5024,U18849,C223,Biography,190,2022-10-01,No
L5025,U35163,C995,Drama,33,2019-11-23,Yes
L5026,U43370,C210,Action,98,2020-02-23,No
L5027,U29,C654,Biography,196,2021-11-20,Yes
L5028,U5036,C588,Biography,169,2021-01-03,No
L5029,U30028,C14,Sci-Fi,217,2023-02-21,Yes
L5030,U24772,C573,Horror,87,2023-01-26,No
L5031,U35625,C663,Biography,13,2021-07-17,Yes
L5032,U40602,C818,Drama,16,2020-05-19,No
L5033,U42666,C767,Comedy,205,2019-04-27,Yes
L5034,U8851,C667,Comedy,199,2020-09-01,No
L5035,U40365,C1,Horror,112,2021-02-26,Yes
L5036,U32955,C248,Horror,80,2020-01-12,No
L5037,U32247,C169,Comedy,133,2022-06-23,Yes
L5038,U24521,C688,Biography,183,2021-05-09,No
L5039,U27699,C285,Biography,156,2022-12-18,Yes
L5040,U9550,C104,Sci-Fi,50,2019-03-15,No
L5041,U9043,C16,Action,12,2019-11-20,Yes
L5042,U16638,C84,Biography,126,2022-02-10,No
L5043,U208,C885,Comedy,13,2022-11-25,Yes
L5044,U30318,C952,Drama,165,2020-12-04,No
L5045,U25600,C646,Drama,171,2022-03-15,Yes
L5046,U12637,C826,Drama,226,2021-11-27,No
L5047,U34819,C496,Drama,126,2022-08-27,Yes
L5048,U47868,C93,Comedy,23,2020-05-04,No
L5049,U21856,C692,Sci-Fi,212,2022-11-23,Yes
L5050,U26706,C675,Drama,215,2021-02-07,No
L5051,U28645,C191,Action,126,2022-11-23,Yes
L5052,U17194,C126,Horror,225,2022-01-25,No
L5053,U47751,C855,Biography,19,2022-03-21,Yes
L5054,U24370,C907,Horror,85,2021-01-05,No
L5055,U8950,C829,Sci-Fi,38,2022-09-05,Yes
L5056,U30493,C981,Horror,57,2022-04-03,No
L5057,U19018,C886,Comedy,160,2022-10-10,Yes
L5058,U13723,C423,Sci-Fi,220,2019-02-10,No
L5059,U43569,C910,Comedy,228,2021-09-05,Yes
L5060,U28150,C870,Drama,166,2020-07-10,No
L5061,U7913,C533,Biography,200,2020-08-15,Yes
L5062,U49565,C213,Biography,143,2022-12-20,No
L5063,U10060,C84,Biography,46,2019-03-06,Yes
L5064,U13953,C774,Comedy,199,2023-02-23,No
L5065,U30919,C4,Sci-Fi,89,2020-05-16,Yes
L5066,U33187,C689,Comedy,156,2020-11-11,No
L5067,U42826,C329,Biography,222,2019-11-30,Yes
L5068,U31131,C268,Sci-Fi,35,2019-04-16,No
L5069,U19670,C656,Biography,75,2021-04-23,Yes
L5070,U13680,C498,Biography,37,2020-02-03,No
L5071,U27525,C460,Horror,10,2021-07-31,Yes
L5072,U35987,C725,Action,12,2022-12-11,No
L5073,U49704,C957,Comedy,157,2022-03-29,Yes
L5074,U46282,C31,Sci-Fi,11,2021-07-30,No
L5075,U1162,C34,Action,225,2022-04-14,Yes
L5076,U37541,C189,Action,86,2019-08-03,No
L5077,U4028,C484,Sci-Fi,135,2023-02-24,Yes
L5078,U39499,C6,Sci-Fi,84,2019-08-26,No
L5079,U44462,C893,Biography,9,2022-01-23,Yes
L5080,U4879,C501,Horror,230,2020-02-05,No
L5081,U14958,C659,Comedy,36,2022-01-19,Yes
L5082,U25530,C180,Sci-Fi,101,2022-02-10,No
L5083,U20345,C582,Drama,228,2020-02-08,Yes
L5084,U28705,C585,Biography,51,2019-05-28,No
L5085,U8176,C145,Sci-Fi,156,2019-10-09,Yes
L5086,U17860,C451,Drama,5,2020-08-01,No
L5087,U18614,C588,Biography,154,2020-09-17,Yes
L5088,U9969,C164,Biography,165,2020-12-12,No
L5089,U17564,C368,Comedy,22,2020-12-25,Yes
L5090,U25797,C363,Biography,74,2022-06-08,No
L5091,U12350,C937,Sci-Fi,212,2020-12-06,Yes
L5092,U36405,C521,Horror,184,2022-10-18,No
L5093,U47995,C419,Action,213,2021-07-05,Yes
L5094,U28208,C292,Biography,191,2021-05-30,No
L5095,U15921,C939,Sci-Fi,97,2023-07-24,Yes
L5096,U47271,C391,Comedy,174,2019-03-25,No
L5097,U35977,C645,Biography,123,2020-05-29,Yes
L5098,U17724,C413,Comedy,162,2021-07-16,No
L5099,U7980,C11,Horror,188,2021-09-27,Yes
L5100,U27702,C468,Comedy,4,2022-04-18,No
L5101,U44800,C643,Biography,101,2022-05-03,Yes
L5102,U12304,C854,Action,2,2021-03-14,No
L5103,U45420,C349,Horror,148,2021-06-02,Yes
L5104,U16664,C521,Horror,112,2020-07-11,No
L5105,U31690,C976,Sci-Fi,146,2020-03-03,Yes
L5106,U43172,C357,Biography,145,2021-06-20,No
L5107,U45816,C919,Action,198,2021-07-25,Yes
L5108,U6723,C594,Drama,84,2020-12-10,No
L5109,U39334,C871,Biography,191,2022-05-02,Yes
L5110,U16911,C115,Comedy,136,2020-05-07,No
L5111,U6594,C626,Drama,237,2019-11-13,Yes
L5112,U9575,C339,Drama,100,2022-08-01,No
L5113,U43133,C345,Drama,3,2022-09-13,Yes
L5114,U14724,C426,Sci-Fi,236,2019-11-06,No
L5115,U8880,C784,Action,111,2021-06-10,Yes
L5116,U8609,C61,Sci-Fi,32,2021-10-26,No
L5117,U28518,C730,Horror,110,2022-07-19,Yes
L5118,U33765,C238,Comedy,81,2021-05-19,No
L5119,U22807,C975,Drama,162,2021-07-12,Yes
L5120,U18628,C703,Sci-Fi,156,2022-05-24,No
L5121,U29777,C276,Biography,3,2023-02-23,Yes
L5122,U43831,C675,Drama,196,2021-10-30,No
L5123,U38878,C202,Biography,77,2023-01-25,Yes
L5124,U23339,C585,Biography,64,2022-02-03,No
L5125,U32967,C613,Drama,64,2023-07-05,Yes
L5126,U27665,C141,Comedy,213,2020-09-01,No
L5127,U46962,C770,Action,121,2020-10-07,Yes
L5128,U13173,C413,Comedy,101,2022-05-25,No
L5129,U30688,C152,Drama,11,2022-09-14,Yes
L5130,U44680,C659,Comedy,32,2022-04-20,No
L5131,U20427,C702,Biography,170,2021-05-27,Yes
L5132,U49595,C761,Sci-Fi,151,2020-04-27,No
L5133,U15777,C122,Sci-Fi,137,2023-01-05,Yes
L5134,U5995,C699,Comedy,148,2019-01-19,No
L5135,U38014,C602,Biography,72,2022-08-07,Yes
L5136,U37174,C933,Sci-Fi,9,2022-01-04,No
L5137,U14297,C831,Horror,224,2020-08-05,Yes
L5138,U23323,C851,Sci-Fi,168,2021-05-26,No
L5139,U40133,C806,Biography,197,2021-08-25,Yes
L5140,U41389,C911,Comedy,178,2022-11-19,No
L5141,U35593,C924,Biography,81,2019-06-15,Yes
L5142,U45499,C366,Drama,152,2021-08-31,No
L5143,U19457,C318,Sci-Fi,132,2020-03-18,Yes
L5144,U48372,C855,Biography,97,2019-12-09,No
L5145,U8647,C842,Comedy,165,2020-12-05,Yes
L5146,U24178,C748,Horror,221,2021-08-17,No
L5147,U37908,C540,Comedy,1,2022-05-26,Yes
L5148,U22636,C446,Horror,23,2020-08-10,No
L5149,U29468,C435,Biography,94,2022-04-02,Yes
L5150,U4634,C312,Sci-Fi,212,2020-03-19,No
L5151,U43445,C19,Action,214,2021-07-20,Yes
L5152,U30184,C234,Comedy,204,2020-08-12,No
L5153,U13861,C712,Horror,228,2021-06-27,Yes
L5154,U18438,C854,Action,165,2020-07-10,No
L5155,U30414,C483,Action,154,2021-05-17,Yes
L5156,U7362,C11,Horror,219,2021-12-12,No
L5157,U33512,C974,Horror,200,2019-11-10,Yes
L5158,U12314,C360,Horror,106,2020-05-21,No
L5159,U46652,C253,Comedy,36,2022-10-18,Yes
L5160,U20284,C167,Sci-Fi,22,2021-08-04,No
L5161,U11102,C192,Biography,61,2020-05-20,Yes
L5162,U31479,C979,Drama,18,2023-10-02,No
L5163,U49010,C709,Sci-Fi,133,2022-01-18,Yes
L5164,U25766,C914,Comedy,93,2020-08-23,No
L5165,U11850,C325,Horror,20,2021-04-11,Yes
L5166,U36369,C325,Horror,218,2019-02-25,No
L5167,U46524,C859,Drama,205,2022-03-19,Yes
L5168,U12299,C255,Drama,123,2021-05-06,No
L5169,U44782,C431,Drama,182,2019-05-16,Yes
L5170,U18830,C556,Horror,21,2022-12-11,No
L5171,U47079,C225,Comedy,236,2019-12-16,Yes
L5172,U18794,C581,Drama,143,2021-09-11,No
L5173,U26888,C840,Biography,52,2021-12-29,Yes
L5174,U47542,C539,Sci-Fi,85,2022-12-08,No
L5175,U39040,C198,Biography,124,2020-08-07,Yes
L5176,U49581,C809,Sci-Fi,26,2021-11-08,No
L5177,U17265,C366,Drama,35,2022-05-24,Yes
L5178,U12771,C899,Horror,212,2020-08-20,No
L5179,U44140,C732,Action,122,2020-03-14,Yes
L5180,U26462,C58,Horror,145,2021-11-09,No
L5181,U46406,C509,Comedy,110,2020-04-23,Yes
L5182,U7338,C645,Biography,68,2021-08-03,No
L5183,U21627,C736,Sci-Fi,26,2021-09-30,Yes
L5184,U42491,C954,Comedy,174,2020-10-18,No
L5185,U47837,C886,Comedy,191,2019-03-27,Yes
L5186,U24146,C615,Action,50,2019-11-29,No
L5187,U36603,C836,Action,124,2020-07-29,Yes
L5188,U7591,C798,Sci-Fi,138,2022-10-13,No
L5189,U45464,C655,Horror,16,2021-06-10,Yes
L5190,U20554,C979,Drama,115,2023-10-02,No
L5191,U27361,C205,Horror,112,2021-06-08,Yes
L5192,U3137,C983,Sci-Fi,112,2019-08-02,No
L5193,U10195,C537,Action,106,2020-09-18,Yes
L5194,U46431,C592,Biography,223,2019-12-09,No
L5195,U17561,C33,Biography,7,2022-06-24,Yes
L5196,U41164,C252,Drama,185,2020-07-26,No
L5197,U23661,C159,Drama,227,2021-08-25,Yes
L5198,U5799,C96,Horror,193,2022-02-01,No
L5199,U19074,C816,Action,141,2022-12-17,Yes
L5200,U4025,C617,Drama,105,2020-01-22,No
L5201,U25210,C807,Drama,220,2021-02-01,Yes
L5202,U21667,C267,Drama,214,2022-11-04,No
L5203,U10507,C70,Action,11,2024-06-01,Yes
L5204,U21996,C6,Sci-Fi,200,2021-11-18,No
L5205,U20718,C381,Biography,166,2022-05-13,Yes
L5206,U49836,C263,Biography,52,2021-05-16,No
L5207,U4518,C238,Comedy,15,2023-02-03,Yes
L5208,U29553,C21,Biography,30,2021-01-29,No
L5209,U48225,C281,Sci-Fi,175,2023-12-31,Yes
L5210,U40288,C112,Comedy,128,2022-06-17,No
L5211,U34346,C548,Horror,162,2020-07-24,Yes
L5212,U25921,C471,Comedy,179,2022-01-24,No
L5213,U25931,C183,Comedy,231,2021-07-01,Yes
L5214,U24057,C982,Horror,155,2019-02-17,No
L5215,U46203,C333,Horror,27,2022-08-05,Yes
L5216,U1800,C735,Comedy,35,2020-10-07,No
L5217,U2647,C202,Biography,128,2021-03-01,Yes
L5218,U9451,C525,Sci-Fi,227,2020-09-18,No
L5219,U29597,C833,Horror,176,2021-11-07,Yes
L5220,U32173,C383,Action,66,2019-11-22,No
L5221,U39465,C716,Comedy,85,2020-04-02,Yes
L5222,U3917,C862,Sci-Fi,117,2021-04-06,No
L5223,U2051,C846,Biography,222,2021-03-03,Yes
L5224,U24562,C870,Drama,33,2020-04-21,No
L5225,U24084,C211,Comedy,173,2019-05-02,Yes
L5226,U36903,C575,Drama,78,2019-09-01,No
L5227,U38160,C653,Biography,142,2021-06-19,Yes
L5228,U3180,C618,Biography,212,2020-10-31,No
L5229,U6027,C880,Action,34,2021-05-20,Yes
L5230,U44645,C413,Comedy,192,2020-08-13,No
L5231,U45503,C548,Horror,69,2019-03-12,Yes
L5232,U2066,C222,Action,4,2020-07-06,No
L5233,U41795,C318,Sci-Fi,188,2022-04-26,Yes
L5234,U39989,C289,Drama,239,2019-08-26,No
L5235,U41530,C956,Sci-Fi,95,2022-12-04,Yes
L5236,U34441,C69,Drama,95,2022-06-28,No
L5237,U3906,C622,Action,152,2022-11-03,Yes
L5238,U29053,C553,Action,127,2022-12-18,No
L5239,U26190,C532,Horror,180,2022-10-28,Yes
L5240,U1320,C170,Sci-Fi,219,2021-03-19,No
L5241,U36707,C373,Horror,20,2022-12-15,Yes
L5242,U1846,C417,Biography,115,2024-08-01,No
L5243,U24853,C898,Action,5,2021-04-26,Yes
L5244,U49702,C593,Action,209,2023-10-15,No
L5245,U34898,C474,Action,227,2020-01-22,Yes
L5246,U15765,C934,Drama,75,2021-09-20,No
L5247,U44830,C649,Comedy,181,2022-10-15,Yes
L5248,U39536,C484,Sci-Fi,100,2022-11-30,No
L5249,U27744,C591,Action,48,2020-07-08,Yes
L5250,U9365,C873,Sci-Fi,59,2022-11-24,No
L5251,U46690,C32,Comedy,82,2021-03-15,Yes
L5252,U29122,C283,Action,112,2019-11-04,No
L5253,U23121,C994,Biography,106,2022-02-23,Yes
L5254,U28679,C368,Comedy,168,2021-02-15,No
L5255,U28468,C305,Action,119,2021-03-04,Yes
L5256,U40578,C436,Drama,19,2022-12-29,No
L5257,U752,C892,Action,11,2020-06-11,Yes
L5258,U19992,C301,Drama,34,2020-07-28,No
L5259,U6882,C74,Comedy,152,2020-06-11,Yes
L5260,U20608,C568,Comedy,76,2020-03-23,No
L5261,U43224,C28,Sci-Fi,43,2022-08-10,Yes
L5262,U40991,C933,Sci-Fi,196,2020-11-18,No
L5263,U4682,C85,Biography,106,2021-10-25,Yes
L5264,U16874,C832,Biography,51,2022-12-26,No
L5265,U6753,C115,Comedy,87,2023-02-23,Yes
L5266,U16928,C431,Drama,156,2022-10-27,No
L5267,U17398,C819,Action,74,2021-08-06,Yes
L5268,U47040,C896,Drama,152,2021-05-21,No
L5269,U11008,C943,Action,28,2021-01-24,Yes
L5270,U19603,C586,Action,202,2020-02-02,No
L5271,U35917,C933,Sci-Fi,189,2022-06-20,Yes
L5272,U45738,C837,Drama,103,2022-12-07,No
L5273,U18801,C375,Horror,66,2021-07-13,Yes
L5274,U24816,C200,Horror,111,2021-12-27,No
L5275,U43547,C78,Sci-Fi,41,2021-05-08,Yes
L5276,U34562,C997,Comedy,135,2022-10-12,No
L5277,U31951,C240,Biography,205,2020-10-12,Yes
L5278,U8220,C327,Drama,196,2021-05-29,No
L5279,U37548,C855,Biography,60,2021-12-10,Yes
L5280,U21561,C749,Sci-Fi,120,2019-11-17,No
L5281,U49189,C103,Drama,22,2021-12-04,Yes
L5282,U20466,C802,Horror,238,2022-07-29,No
L5283,U45435,C709,Sci-Fi,229,2021-07-27,Yes
L5284,U49642,C990,Comedy,132,2023-01-19,No
L5285,U15665,C221,Comedy,49,2019-10-08,Yes
L5286,U39974,C253,Comedy,155,2022-10-18,No
L5287,U15825,C378,Sci-Fi,240,2020-10-23,Yes
L5288,U27789,C66,Action,114,2022-05-04,No
L5289,U41267,C561,Comedy,112,2021-03-10,Yes
L5290,U35701,C125,Comedy,202,2022-03-15,No
L5291,U12052,C111,Action,214,2022-12-05,Yes
L5292,U45091,C835,Drama,49,2019-02-23,No
L5293,U26771,C608,Drama,223,2024-06-28,Yes
L5294,U32887,C46,Action,72,2020-04-08,No
L5295,U24330,C225,Comedy,156,2023-02-22,Yes
L5296,U35160,C500,Sci-Fi,27,2022-03-31,No
L5297,U12641,C855,Biography,147,2020-01-11,Yes
L5298,U11894,C260,Biography,88,2019-08-21,No
L5299,U42879,C767,Comedy,99,2022-11-29,Yes
L5300,U27752,C878,Sci-Fi,224,2020-02-16,No
L5301,U5221,C270,Comedy,74,2022-12-11,Yes
L5302,U33995,C738,Comedy,143,2022-02-25,No
L5303,U66,C934,Drama,129,2022-01-30,Yes
L5304,U45130,C812,Action,21,2022-09-02,No
L5305,U38985,C738,Comedy,54,2022-08-30,Yes
L5306,U28252,C22,Biography,191,2022-10-14,No
L5307,U44380,C683,Sci-Fi,90,2021-11-06,Yes
L5308,U23027,C497,Horror,202,2019-10-08,No
L5309,U1553,C488,Horror,113,2022-03-16,Yes
L5310,U40444,C792,Biography,23,2020-07-20,No
L5311,U2833,C398,Horror,184,2021-10-31,Yes
L5312,U9942,C587,Drama,123,2021-02-10,No
L5313,U30248,C739,Action,57,2021-04-23,Yes
L5314,U38444,C679,Sci-Fi,143,2019-10-15,No
L5315,U21278,C831,Horror,96,2023-01-24,Yes
L5316,U23964,C108,Biography,151,2022-05-06,No
L5317,U35110,C395,Action,151,2023-01-31,Yes
L5318,U38402,C831,Horror,219,2019-10-19,No
L5319,U44001,C542,Comedy,188,2020-09-25,Yes
L5320,U23273,C336,Horror,180,2022-01-07,No
L5321,U13506,C400,Action,160,2019-06-24,Yes
L5322,U12614,C326,Horror,4,2020-10-16,No
L5323,U4995,C933,Sci-Fi,24,2021-11-22,Yes
